iter	RMSE
752	21.23382728
753	21.23000515
754	21.22749023
755	21.22001686
756	21.21518283
757	21.21191508
758	21.21088203
759	21.20841832
760	21.20387927
761	21.20036942
762	21.19782422
763	21.19649512
764	21.19402506
765	21.19160056
766	21.18652103
767	21.18496996
768	21.18272659
769	21.18110805
770	21.17979414
771	21.17650469
772	21.17491715
773	21.17314794
774	21.16969671
775	21.16335156
776	21.15717194
777	21.15387531
778	21.15267862
779	21.15191071
780	21.15010847
781	21.1463352
782	21.14271843
783	21.14097111
784	21.13731917
785	21.13555482
786	21.13296805
787	21.1316823
788	21.12901407
789	21.12444551
790	21.12374002
791	21.12112963
792	21.11859296
793	21.11465043
794	21.11287825
795	21.10871618
796	21.10575997
797	21.10018048
798	21.0990439
799	21.09475353
800	21.09127758
801	21.08940708
802	21.08669622
803	21.08211981
804	21.07806305
805	21.07644215
806	21.07286724
807	21.07107115
808	21.06963731
809	21.0658455
810	21.06261841
811	21.06168285
812	21.05780832
813	21.05670902
814	21.05280595
815	21.05076847
816	21.04939657
817	21.04520233
818	21.04313567
819	21.04185795
820	21.03831411
821	21.03588057
822	21.03397359
823	21.0287006
824	21.02558741
825	21.02447328
826	21.02284001
827	21.02029289
828	21.01784125
829	21.01407662
830	21.0113089
831	21.00577326
832	21.00439545
833	21.0029215
834	20.99961237
835	20.99559622
836	20.99286132
837	20.98918168
838	20.98532404
839	20.97991361
840	20.97438017
841	20.972794
842	20.97012982
843	20.96585018
844	20.96126237
845	20.96028221
846	20.95900722
847	20.95649298
848	20.95500522
849	20.95266351
850	20.95128554
851	20.94821831
852	20.94272252
853	20.94074931
854	20.93907771
855	20.93613779
856	20.93456639
857	20.93127424
858	20.92870566
859	20.92674715
860	20.92372073
861	20.9230511
862	20.91900001
863	20.91757784
864	20.91465071
865	20.91123608
866	20.90971869
867	20.90602775
868	20.90288016
869	20.90184169
870	20.89908733
871	20.89800711
872	20.89600606
873	20.89317179
874	20.89218178
875	20.88848706
876	20.88216236
877	20.88023897
878	20.87512204
879	20.87164323
880	20.8695803
881	20.86849534
882	20.86731286
883	20.86429198
884	20.85910245
885	20.85770778
886	20.85680786
887	20.85085148
888	20.84975314
889	20.84580328
890	20.84399912
891	20.84110611
892	20.83483196
893	20.83296824
894	20.83191398
895	20.83022744
896	20.82862373
897	20.82646062
898	20.82427094
899	20.82060314
900	20.81946929
901	20.81836317
902	20.81759271
903	20.81337532
904	20.81179279
905	20.80952788
906	20.80824434
907	20.80521655
908	20.80147191
909	20.79934842
910	20.79518829
911	20.79123908
912	20.79052154
913	20.78647298
914	20.78456663
915	20.78322412
916	20.78161905
917	20.78000581
918	20.77747366
919	20.77512836
920	20.77122295
921	20.76751041
922	20.76581667
923	20.76311773
924	20.75711627
925	20.75555471
926	20.7544105
927	20.75209891
928	20.75071697
929	20.74869407
930	20.74720699
931	20.74371122
932	20.73902242
933	20.73536884
934	20.73373663
935	20.7317434
936	20.72834774
937	20.72699737
938	20.72586584
939	20.72414683
940	20.72257663
941	20.72136012
942	20.71906179
943	20.71567611
944	20.71310431
945	20.71176935
946	20.70841798
947	20.70739259
948	20.70303436
949	20.70157037
950	20.70065226
951	20.69900465
952	20.69676133
953	20.69563069
954	20.69234031
955	20.68938854
956	20.68788466
957	20.68618241
958	20.68129327
959	20.67991494
960	20.67878345
961	20.6768083
962	20.67481424
963	20.67132194
964	20.67023807
965	20.66823524
966	20.66360857
967	20.66267278
968	20.65839585
969	20.65735677
970	20.65641801
971	20.65505345
972	20.65115921
973	20.64706391
974	20.64436193
975	20.64184594
976	20.64100787
977	20.63618507
978	20.63218356
979	20.63078231
980	20.62832946
981	20.62705346
982	20.62588181
983	20.62394352
984	20.6226263
985	20.61713447
986	20.61164746
987	20.60943651
988	20.60843179
989	20.60509749
990	20.60296696
991	20.60076255
992	20.59775029
993	20.59393535
994	20.591198
995	20.58812445
996	20.5873098
997	20.58661965
998	20.58530421
999	20.58231084
